Código Plan,Plan,Cohorte,Sede,RUN,DV,Nombres,Apellido Paterno,Apellido Materno,Número de alumno,Periodo Asignatura,Código Asignatura,Asignatura,Convocatoria,Calificación,Nota
HW2,Magia NOCTURNA PLAN 2005,2021-01,Hogwarts,19322303,3,NICOLE ANDREA,CABALLERO,ALDEA,3232,2024-02,HP25151,CTI: COMUNICACIÓN EFECTIVA E INTERACCIÓN HUMANA,DIC,,
HW2,Magia NOCTURNA PLAN 2005,2021-01,Hogwarts,23457400,9,MAURICIO ESTEBAN,CASTRO,DONOSO,3248,2024-02,HP25151,CTI: COMUNICACIÓN EFECTIVA E INTERACCIÓN HUMANA,MAR,,
HW2,Magia NOCTURNA PLAN 2005,2021-01,Hogwarts,23457400,9,MAURICIO ESTEBAN,CASTRO,DONOSO,3248,2024-02,HP25151,CTI: COMUNICACIÓN EFECTIVA E INTERACCIÓN HUMANA,DIC,,
HW2,Magia NOCTURNA PLAN 2005,2021-01,Hogwarts,23569879,1,KRISHNA KIMBERLIN,GUTIERREZ,MARTINEZ,3233,2024-02,HP25151,CTI: COMUNICACIÓN EFECTIVA E INTERACCIÓN HUMANA,MAR,,
HW2,Magia NOCTURNA PLAN 2005,2021-01,Hogwarts,23569879,1,KRISHNA KIMBERLIN,GUTIERREZ,MARTINEZ,3233,2024-02,HP25151,CTI: COMUNICACIÓN EFECTIVA E INTERACCIÓN HUMANA,DIC,,
HW2,Magia NOCTURNA PLAN 2005,2021-01,Hogwarts,5245647,9,EDSON JULIANO,MONROY,HERRERA,3210,2024-02,HP25151,CTI: COMUNICACIÓN EFECTIVA E INTERACCIÓN HUMANA,MAR,,
HW2,Magia NOCTURNA PLAN 2005,2021-01,Hogwarts,5245647,9,EDSON JULIANO,MONROY,HERRERA,3210,2024-02,HP25151,CTI: COMUNICACIÓN EFECTIVA E INTERACCIÓN HUMANA,DIC,,
HW2,Magia NOCTURNA PLAN 2005,2021-01,Hogwarts,21315975,1,CAMILA ANDREA,VILLARROEL,MONTERO,3213,2024-02,HP25151,CTI: COMUNICACIÓN EFECTIVA E INTERACCIÓN HUMANA,MAR,,
HW2,Magia NOCTURNA PLAN 2005,2021-01,Hogwarts,21315975,1,CAMILA ANDREA,VILLARROEL,MONTERO,3213,2024-02,HP25151,CTI: COMUNICACIÓN EFECTIVA E INTERACCIÓN HUMANA,DIC,,
PH1,Magia Castelobruxo PLAN 2005 (DIURNO),2022-01,Beauxbaton,14169010,3,WELLINGTON EMILIO,ARAYA,STRUNK,1889,2024-02,HP25151,CTI: COMUNICACIÓN EFECTIVA E INTERACCIÓN HUMANA,MAR,,
PH1,Magia Castelobruxo PLAN 2005 (DIURNO),2022-01,Beauxbaton,14169010,3,WELLINGTON EMILIO,ARAYA,STRUNK,1889,2024-02,HP25151,CTI: COMUNICACIÓN EFECTIVA E INTERACCIÓN HUMANA,DIC,,
PH1,Magia Castelobruxo PLAN 2005 (DIURNO),2022-01,Beauxbaton,21844942,1,MONSERRATT EDITH,MIRANDA,ALCOZER,1851,2024-02,HP25151,CTI: COMUNICACIÓN EFECTIVA E INTERACCIÓN HUMANA,MAR,,
PH1,Magia Castelobruxo PLAN 2005 (DIURNO),2022-01,Beauxbaton,21844942,1,MONSERRATT EDITH,MIRANDA,ALCOZER,1851,2024-02,HP25151,CTI: COMUNICACIÓN EFECTIVA E INTERACCIÓN HUMANA,DIC,,
HW2,Magia NOCTURNA PLAN 2005,2022-01,Hogwarts,9763572,2,SEBASTIÁN ALEXIS,ARAVENA,GUÍÑEZ,3274,2024-02,HP25151,CTI: COMUNICACIÓN EFECTIVA E INTERACCIÓN HUMANA,MAR,,
HW2,Magia NOCTURNA PLAN 2005,2022-01,Hogwarts,9763572,2,SEBASTIÁN ALEXIS,ARAVENA,GUÍÑEZ,3274,2024-02,HP25151,CTI: COMUNICACIÓN EFECTIVA E INTERACCIÓN HUMANA,DIC,,
HW2,Magia NOCTURNA PLAN 2005,2022-01,Hogwarts,17318490,K,JESÚS ANTONIO,BOUDON,MONTES,3337,2024-02,HP25151,CTI: COMUNICACIÓN EFECTIVA E INTERACCIÓN HUMANA,DIC,,
HW2,Magia NOCTURNA PLAN 2005,2022-01,Hogwarts,17318490,K,JESÚS ANTONIO,BOUDON,MONTES,3337,2024-02,HP25151,CTI: COMUNICACIÓN EFECTIVA E INTERACCIÓN HUMANA,MAR,,
HW2,Magia NOCTURNA PLAN 2005,2022-01,Hogwarts,7102690,5,TAMARA MARICELA,BURGOS,GUAJARDO,3275,2024-02,HP25151,CTI: COMUNICACIÓN EFECTIVA E INTERACCIÓN HUMANA,MAR,,
HW2,Magia NOCTURNA PLAN 2005,2022-01,Hogwarts,7102690,5,TAMARA MARICELA,BURGOS,GUAJARDO,3275,2024-02,HP25151,CTI: COMUNICACIÓN EFECTIVA E INTERACCIÓN HUMANA,DIC,,
HW2,Magia NOCTURNA PLAN 2005,2022-01,Hogwarts,8796790,0,PAULINA BÁRBARA,CERDA,ARAYA,3341,2024-02,HP25151,CTI: COMUNICACIÓN EFECTIVA E INTERACCIÓN HUMANA,MAR,,
HW2,Magia NOCTURNA PLAN 2005,2022-01,Hogwarts,8796790,0,PAULINA BÁRBARA,CERDA,ARAYA,3341,2024-02,HP25151,CTI: COMUNICACIÓN EFECTIVA E INTERACCIÓN HUMANA,DIC,,
HW2,Magia NOCTURNA PLAN 2005,2022-01,Hogwarts,13708879,8,SEBASTIÁN ERNESTO,ELGARRISTA,ESCOBAR,3303,2024-02,HP25151,CTI: COMUNICACIÓN EFECTIVA E INTERACCIÓN HUMANA,MAR,,
HW2,Magia NOCTURNA PLAN 2005,2022-01,Hogwarts,13708879,8,SEBASTIÁN ERNESTO,ELGARRISTA,ESCOBAR,3303,2024-02,HP25151,CTI: COMUNICACIÓN EFECTIVA E INTERACCIÓN HUMANA,DIC,,
HW2,Magia NOCTURNA PLAN 2005,2022-01,Hogwarts,10535151,5,JEFFERSON FRANKLIN JULIO,SALAZAR,RAMÍREZ,3288,2024-02,HP25151,CTI: COMUNICACIÓN EFECTIVA E INTERACCIÓN HUMANA,MAR,,
HW2,Magia NOCTURNA PLAN 2005,2022-01,Hogwarts,10535151,5,JEFFERSON FRANKLIN JULIO,SALAZAR,RAMÍREZ,3288,2024-02,HP25151,CTI: COMUNICACIÓN EFECTIVA E INTERACCIÓN HUMANA,DIC,,
HW2,Magia NOCTURNA PLAN 2005,2022-01,Hogwarts,13206975,1,SEBASTIÁN EDUARDO,VALDÉS,EPELDEGUI,3302,2024-02,HP25151,CTI: COMUNICACIÓN EFECTIVA E INTERACCIÓN HUMANA,MAR,,
HW2,Magia NOCTURNA PLAN 2005,2022-01,Hogwarts,13206975,1,SEBASTIÁN EDUARDO,VALDÉS,EPELDEGUI,3302,2024-02,HP25151,CTI: COMUNICACIÓN EFECTIVA E INTERACCIÓN HUMANA,DIC,,
HW2,Magia NOCTURNA PLAN 2005,2022-01,Hogwarts,6659258,3,LUIS ARTURO,VEGA,MOLINA,3287,2024-02,HP25151,CTI: COMUNICACIÓN EFECTIVA E INTERACCIÓN HUMANA,MAR,,
HW2,Magia NOCTURNA PLAN 2005,2022-01,Hogwarts,6659258,3,LUIS ARTURO,VEGA,MOLINA,3287,2024-02,HP25151,CTI: COMUNICACIÓN EFECTIVA E INTERACCIÓN HUMANA,DIC,,
HP2,Magia PLAN 2005,2023-01,Hogwarts,9160570,0,ISIS ESTEPHANIA,GÁLVEZ,RIPETI,4869,2024-02,HP25151,CTI: COMUNICACIÓN EFECTIVA E INTERACCIÓN HUMANA,MAR,,
HP2,Magia PLAN 2005,2023-01,Hogwarts,9160570,0,ISIS ESTEPHANIA,GÁLVEZ,RIPETI,4869,2024-02,HP25151,CTI: COMUNICACIÓN EFECTIVA E INTERACCIÓN HUMANA,DIC,,
HW2,Magia NOCTURNA PLAN 2005,2023-01,Hogwarts,9337443,6,LEONARDO ALONSO,CERECEDA,URRA,3420,2024-02,HP25151,CTI: COMUNICACIÓN EFECTIVA E INTERACCIÓN HUMANA,MAR,,
HW2,Magia NOCTURNA PLAN 2005,2023-01,Hogwarts,9337443,6,LEONARDO ALONSO,CERECEDA,URRA,3420,2024-02,HP25151,CTI: COMUNICACIÓN EFECTIVA E INTERACCIÓN HUMANA,DIC,,
HW2,Magia NOCTURNA PLAN 2005,2023-01,Hogwarts,17829374,8,JORDÁN STEVEN,DÍAZ,MUÑOZ,3360,2024-02,HP25151,CTI: COMUNICACIÓN EFECTIVA E INTERACCIÓN HUMANA,MAR,,
HW2,Magia NOCTURNA PLAN 2005,2023-01,Hogwarts,17829374,8,JORDÁN STEVEN,DÍAZ,MUÑOZ,3360,2024-02,HP25151,CTI: COMUNICACIÓN EFECTIVA E INTERACCIÓN HUMANA,DIC,,
HW2,Magia NOCTURNA PLAN 2005,2023-01,Hogwarts,8918185,1,SEBASTIÁN ANDRÉS,PUENTES,CORNEJO,3365,2024-02,HP25151,CTI: COMUNICACIÓN EFECTIVA E INTERACCIÓN HUMANA,MAR,,
HW2,Magia NOCTURNA PLAN 2005,2023-01,Hogwarts,8918185,1,SEBASTIÁN ANDRÉS,PUENTES,CORNEJO,3365,2024-02,HP25151,CTI: COMUNICACIÓN EFECTIVA E INTERACCIÓN HUMANA,DIC,,
HW2,Magia NOCTURNA PLAN 2005,2023-01,Hogwarts,19810916,2,EVELYN DENISE,RIVEROS,VARGAS,3368,2024-02,HP25151,CTI: COMUNICACIÓN EFECTIVA E INTERACCIÓN HUMANA,DIC,,
HW2,Magia NOCTURNA PLAN 2005,2023-01,Hogwarts,19810916,2,EVELYN DENISE,RIVEROS,VARGAS,3368,2024-02,HP25151,CTI: COMUNICACIÓN EFECTIVA E INTERACCIÓN HUMANA,MAR,,
HW2,Magia NOCTURNA PLAN 2005,2023-01,Hogwarts,5707670,5,MARÍA PAZ,VALDÉS,AMIGO,3397,2024-02,HP25151,CTI: COMUNICACIÓN EFECTIVA E INTERACCIÓN HUMANA,DIC,,
HW2,Magia NOCTURNA PLAN 2005,2023-01,Hogwarts,5707670,5,MARÍA PAZ,VALDÉS,AMIGO,3397,2024-02,HP25151,CTI: COMUNICACIÓN EFECTIVA E INTERACCIÓN HUMANA,MAR,,
HW2,Magia NOCTURNA PLAN 2005,2023-01,Hogwarts,12474074,4,CHRISTIAN ANDRÉS,VERA,SOTO,3403,2024-02,HP25151,CTI: COMUNICACIÓN EFECTIVA E INTERACCIÓN HUMANA,MAR,,
HW2,Magia NOCTURNA PLAN 2005,2023-01,Hogwarts,12474074,4,CHRISTIAN ANDRÉS,VERA,SOTO,3403,2024-02,HP25151,CTI: COMUNICACIÓN EFECTIVA E INTERACCIÓN HUMANA,DIC,,
HW2,Magia NOCTURNA PLAN 2005,2023-01,Hogwarts,10011116,2,CARLOS BORIS,ZÁRATE,VARGAS,3406,2024-02,HP25151,CTI: COMUNICACIÓN EFECTIVA E INTERACCIÓN HUMANA,DIC,,
HW2,Magia NOCTURNA PLAN 2005,2023-01,Hogwarts,10011116,2,CARLOS BORIS,ZÁRATE,VARGAS,3406,2024-02,HP25151,CTI: COMUNICACIÓN EFECTIVA E INTERACCIÓN HUMANA,MAR,,
WH2,Hechicería PLAN 2016  (SEDE Hogwards),2023-01,Hogwarts,19605680,K,ANAHI ANTONIA,MEDINA,DAVID,336,2024-02,HP25151,CTI: COMUNICACIÓN EFECTIVA E INTERACCIÓN HUMANA,DIC,,
PH1,Magia Castelobruxo PLAN 2005 (DIURNO),2024-01,Beauxbaton,24830601,1,RENATA JOSEFA ANTONIA,ARACENA,RODRÍGUEZ,2200,2024-02,HP25151,CTI: COMUNICACIÓN EFECTIVA E INTERACCIÓN HUMANA,DIC,,
PH1,Magia Castelobruxo PLAN 2005 (DIURNO),2024-01,Beauxbaton,24830601,1,RENATA JOSEFA ANTONIA,ARACENA,RODRÍGUEZ,2200,2024-02,HP25151,CTI: COMUNICACIÓN EFECTIVA E INTERACCIÓN HUMANA,MAR,,
PH1,Magia Castelobruxo PLAN 2005 (DIURNO),2024-01,Beauxbaton,16301768,7,MATEUS,DE CASO,ROSA MOREIRA,2143,2024-02,HP25151,CTI: COMUNICACIÓN EFECTIVA E INTERACCIÓN HUMANA,MAR,,
PH1,Magia Castelobruxo PLAN 2005 (DIURNO),2024-01,Beauxbaton,16301768,7,MATEUS,DE CASO,ROSA MOREIRA,2143,2024-02,HP25151,CTI: COMUNICACIÓN EFECTIVA E INTERACCIÓN HUMANA,DIC,,
PH1,Magia Castelobruxo PLAN 2005 (DIURNO),2024-01,Beauxbaton,19313049,3,CATALINA FRANCISCA,GARCÍA,GARCÍA,2151,2024-02,HP25151,CTI: COMUNICACIÓN EFECTIVA E INTERACCIÓN HUMANA,MAR,,
PH1,Magia Castelobruxo PLAN 2005 (DIURNO),2024-01,Beauxbaton,19313049,3,CATALINA FRANCISCA,GARCÍA,GARCÍA,2151,2024-02,HP25151,CTI: COMUNICACIÓN EFECTIVA E INTERACCIÓN HUMANA,DIC,,
PH1,Magia Castelobruxo PLAN 2005 (DIURNO),2024-01,Beauxbaton,15307280,1,NATALY ARACELLY,SASSO,GUERRA,2161,2024-02,HP25151,CTI: COMUNICACIÓN EFECTIVA E INTERACCIÓN HUMANA,MAR,,
PH1,Magia Castelobruxo PLAN 2005 (DIURNO),2024-01,Beauxbaton,15307280,1,NATALY ARACELLY,SASSO,GUERRA,2161,2024-02,HP25151,CTI: COMUNICACIÓN EFECTIVA E INTERACCIÓN HUMANA,DIC,,
HP2,Magia PLAN 2005,2024-01,Hogwarts,20237111,8,MATIAS VICENTE,GIOIA,ESCOBAR,5050,2024-02,HP25151,CTI: COMUNICACIÓN EFECTIVA E INTERACCIÓN HUMANA,DIC,,
HP2,Magia PLAN 2005,2024-01,Hogwarts,20237111,8,MATIAS VICENTE,GIOIA,ESCOBAR,5050,2024-02,HP25151,CTI: COMUNICACIÓN EFECTIVA E INTERACCIÓN HUMANA,MAR,,
HP2,Magia PLAN 2005,2024-01,Hogwarts,17914929,7,SOFÍA ANAÍS,ROJAS,MOLINA,5152,2024-02,HP25151,CTI: COMUNICACIÓN EFECTIVA E INTERACCIÓN HUMANA,MAR,,
HP2,Magia PLAN 2005,2024-01,Hogwarts,17914929,7,SOFÍA ANAÍS,ROJAS,MOLINA,5152,2024-02,HP25151,CTI: COMUNICACIÓN EFECTIVA E INTERACCIÓN HUMANA,DIC,,
HP2,Magia PLAN 2005,2024-01,Hogwarts,4988703,1,VALENTINA IGNACIA,SALAS,FUENTES,5185,2024-02,HP25151,CTI: COMUNICACIÓN EFECTIVA E INTERACCIÓN HUMANA,DIC,,
HP2,Magia PLAN 2005,2024-01,Hogwarts,4988703,1,VALENTINA IGNACIA,SALAS,FUENTES,5185,2024-02,HP25151,CTI: COMUNICACIÓN EFECTIVA E INTERACCIÓN HUMANA,MAR,,
HP2,Magia PLAN 2005,2024-01,Hogwarts,23734283,7,MAURA ANTONIA,SANTIS,REBOLLEDO,5145,2024-02,HP25151,CTI: COMUNICACIÓN EFECTIVA E INTERACCIÓN HUMANA,MAR,,
HP2,Magia PLAN 2005,2024-01,Hogwarts,23734283,7,MAURA ANTONIA,SANTIS,REBOLLEDO,5145,2024-02,HP25151,CTI: COMUNICACIÓN EFECTIVA E INTERACCIÓN HUMANA,DIC,,
HW2,Magia NOCTURNA PLAN 2005,2020-01,Hogwarts,4337235,2,DANIELA IVONNE,ÁLVAREZ,PARRAGUEZ,3590,2024-02,HP25151,CTI: COMUNICACIÓN EFECTIVA E INTERACCIÓN HUMANA,MAR,,
HW2,Magia NOCTURNA PLAN 2005,2020-01,Hogwarts,4337235,2,DANIELA IVONNE,ÁLVAREZ,PARRAGUEZ,3590,2024-02,HP25151,CTI: COMUNICACIÓN EFECTIVA E INTERACCIÓN HUMANA,DIC,,
HW2,Magia NOCTURNA PLAN 2005,2020-01,Hogwarts,24372070,1,VALERIA PALOMA,ARRIAGADA,CIFUENTES,3482,2024-02,HP25151,CTI: COMUNICACIÓN EFECTIVA E INTERACCIÓN HUMANA,DIC,,
HW2,Magia NOCTURNA PLAN 2005,2020-01,Hogwarts,24372070,1,VALERIA PALOMA,ARRIAGADA,CIFUENTES,3482,2024-02,HP25151,CTI: COMUNICACIÓN EFECTIVA E INTERACCIÓN HUMANA,MAR,,
HW2,Magia NOCTURNA PLAN 2005,2024-01,Hogwarts,12827990,8,YESENIA LISSETTE,BRAVO,SERRANO,3447,2024-02,HP25151,CTI: COMUNICACIÓN EFECTIVA E INTERACCIÓN HUMANA,MAR,,
HW2,Magia NOCTURNA PLAN 2005,2024-01,Hogwarts,12827990,8,YESENIA LISSETTE,BRAVO,SERRANO,3447,2024-02,HP25151,CTI: COMUNICACIÓN EFECTIVA E INTERACCIÓN HUMANA,DIC,,
HW2,Magia NOCTURNA PLAN 2005,2024-01,Hogwarts,5623630,K,YURI FRANCISCO EDUARDO,FORTTE,BALDOVINO,3476,2024-02,HP25151,CTI: COMUNICACIÓN EFECTIVA E INTERACCIÓN HUMANA,MAR,,
HW2,Magia NOCTURNA PLAN 2005,2024-01,Hogwarts,5623630,K,YURI FRANCISCO EDUARDO,FORTTE,BALDOVINO,3476,2024-02,HP25151,CTI: COMUNICACIÓN EFECTIVA E INTERACCIÓN HUMANA,DIC,,
HW2,Magia NOCTURNA PLAN 2005,2024-01,Hogwarts,17369641,2,IGNACIO RENATO,LOPEZ,JAURE,3521,2024-02,HP25151,CTI: COMUNICACIÓN EFECTIVA E INTERACCIÓN HUMANA,MAR,,
HW2,Magia NOCTURNA PLAN 2005,2024-01,Hogwarts,17369641,2,IGNACIO RENATO,LOPEZ,JAURE,3521,2024-02,HP25151,CTI: COMUNICACIÓN EFECTIVA E INTERACCIÓN HUMANA,DIC,,
HW2,Magia NOCTURNA PLAN 2005,2024-01,Hogwarts,15100979,5,BETZABETH ELIZABETH,OYARZUN,RIVERA,3464,2024-02,HP25151,CTI: COMUNICACIÓN EFECTIVA E INTERACCIÓN HUMANA,MAR,,
HW2,Magia NOCTURNA PLAN 2005,2024-01,Hogwarts,15100979,5,BETZABETH ELIZABETH,OYARZUN,RIVERA,3464,2024-02,HP25151,CTI: COMUNICACIÓN EFECTIVA E INTERACCIÓN HUMANA,DIC,,
HW2,Magia NOCTURNA PLAN 2005,2024-01,Hogwarts,22975358,8,GIANITZA MARICEL,PINO,CORNEJO,3494,2024-02,HP25151,CTI: COMUNICACIÓN EFECTIVA E INTERACCIÓN HUMANA,MAR,,
HW2,Magia NOCTURNA PLAN 2005,2024-01,Hogwarts,22975358,8,GIANITZA MARICEL,PINO,CORNEJO,3494,2024-02,HP25151,CTI: COMUNICACIÓN EFECTIVA E INTERACCIÓN HUMANA,DIC,,
HW2,Magia NOCTURNA PLAN 2005,2024-01,Hogwarts,7603376,0,FELIPE ANDRÉS,RIVERA,ORTIZ,3489,2024-02,HP25151,CTI: COMUNICACIÓN EFECTIVA E INTERACCIÓN HUMANA,MAR,,
HW2,Magia NOCTURNA PLAN 2005,2024-01,Hogwarts,7603376,0,FELIPE ANDRÉS,RIVERA,ORTIZ,3489,2024-02,HP25151,CTI: COMUNICACIÓN EFECTIVA E INTERACCIÓN HUMANA,DIC,,
HW2,Magia NOCTURNA PLAN 2005,2024-01,Hogwarts,15334195,6,ALAN JESUS,VICTORIANO,MORENO,3445,2024-02,HP25151,CTI: COMUNICACIÓN EFECTIVA E INTERACCIÓN HUMANA,MAR,,
HW2,Magia NOCTURNA PLAN 2005,2024-01,Hogwarts,15334195,6,ALAN JESUS,VICTORIANO,MORENO,3445,2024-02,HP25151,CTI: COMUNICACIÓN EFECTIVA E INTERACCIÓN HUMANA,DIC,,
PH1,Magia Castelobruxo PLAN 2005 (DIURNO),2019-01,Beauxbaton,21094317,4,ANIETT MARÍA MARIEL,FLORES,FLORES,1553,2024-02,HP25152,CTI: USABILIDAD,MAR,,
PH1,Magia Castelobruxo PLAN 2005 (DIURNO),2019-01,Beauxbaton,21094317,4,ANIETT MARÍA MARIEL,FLORES,FLORES,1553,2024-02,HP25152,CTI: USABILIDAD,DIC,,
PH1,Magia Castelobruxo PLAN 2005 (DIURNO),2021-01,Beauxbaton,14298093,K,JULIANNA ALEXANDRA,ARIAS,BARAHONA,1797,2024-02,HP25152,CTI: USABILIDAD,MAR,,
PH1,Magia Castelobruxo PLAN 2005 (DIURNO),2021-01,Beauxbaton,14298093,K,JULIANNA ALEXANDRA,ARIAS,BARAHONA,1797,2024-02,HP25152,CTI: USABILIDAD,DIC,,
PH1,Magia Castelobruxo PLAN 2005 (DIURNO),2021-01,Beauxbaton,14064443,3,JAVIERA IGNACIA,TABILO,MIRANDA,1731,2024-02,HP25152,CTI: USABILIDAD,MAR,,
PH1,Magia Castelobruxo PLAN 2005 (DIURNO),2021-01,Beauxbaton,14064443,3,JAVIERA IGNACIA,TABILO,MIRANDA,1731,2024-02,HP25152,CTI: USABILIDAD,DIC,,
PH1,Magia Castelobruxo PLAN 2005 (DIURNO),2022-01,Beauxbaton,19410678,8,ANAÍS ESTEFANÍA,CORTÉS,ORTEGA,1923,2024-02,HP25152,CTI: USABILIDAD,MAR,,
PH1,Magia Castelobruxo PLAN 2005 (DIURNO),2022-01,Beauxbaton,19410678,8,ANAÍS ESTEFANÍA,CORTÉS,ORTEGA,1923,2024-02,HP25152,CTI: USABILIDAD,DIC,,
WH3,Hechicería Castelobruxo,2022-01,Beauxbaton,17438054,1,YAMILETT AYMARA,ARAYA,ARAYA,86,2024-02,HP25152,CTI: USABILIDAD,DIC,,
HP2,Magia PLAN 2005,2022-01,Hogwarts,25490943,1,FERNANDA PAZ,ÁLVAREZ,ESCOBAR,4679,2024-02,HP25152,CTI: USABILIDAD,MAR,,
HP2,Magia PLAN 2005,2022-01,Hogwarts,25490943,1,FERNANDA PAZ,ÁLVAREZ,ESCOBAR,4679,2024-02,HP25152,CTI: USABILIDAD,DIC,,
HP2,Magia PLAN 2005,2022-01,Hogwarts,20032636,2,GUILLERMO ANDRÉS,LÓPEZ,VALDÉS,4728,2024-02,HP25152,CTI: USABILIDAD,MAR,,
HP2,Magia PLAN 2005,2022-01,Hogwarts,20032636,2,GUILLERMO ANDRÉS,LÓPEZ,VALDÉS,4728,2024-02,HP25152,CTI: USABILIDAD,DIC,,
HP2,Magia PLAN 2005,2022-01,Hogwarts,19328143,2,RENATA ANDREA,VÁSQUEZ,FARÍAS,4760,2024-02,HP25152,CTI: USABILIDAD,MAR,,
HP2,Magia PLAN 2005,2022-01,Hogwarts,19328143,2,RENATA ANDREA,VÁSQUEZ,FARÍAS,4760,2024-02,HP25152,CTI: USABILIDAD,DIC,,
PH1,Magia Castelobruxo PLAN 2005 (DIURNO),2023-01,Beauxbaton,22904162,9,JAVIERA IGNACIA,CARVAJAL,ARAYA,2034,2024-02,HP25152,CTI: USABILIDAD,MAR,,
PH1,Magia Castelobruxo PLAN 2005 (DIURNO),2023-01,Beauxbaton,22904162,9,JAVIERA IGNACIA,CARVAJAL,ARAYA,2034,2024-02,HP25152,CTI: USABILIDAD,DIC,,
HP2,Magia PLAN 2005,2023-01,Hogwarts,9480719,8,KEARNEY BENNETT,GUERRERO,MANOSALVAS,4892,2024-02,HP25152,CTI: USABILIDAD,MAR,,
HP2,Magia PLAN 2005,2023-01,Hogwarts,9480719,8,KEARNEY BENNETT,GUERRERO,MANOSALVAS,4892,2024-02,HP25152,CTI: USABILIDAD,DIC,,
HP2,Magia PLAN 2005,2023-01,Hogwarts,21585480,4,PATRICIA ALMENDRA,RIVERA,GONZÁLEZ,4858,2024-02,HP25152,CTI: USABILIDAD,MAR,,
HP2,Magia PLAN 2005,2023-01,Hogwarts,21585480,4,PATRICIA ALMENDRA,RIVERA,GONZÁLEZ,4858,2024-02,HP25152,CTI: USABILIDAD,DIC,,
PH1,Magia Castelobruxo PLAN 2005 (DIURNO),2024-01,Beauxbaton,20215070,9,IGNACIA ALMENDRA ALELY,ALARCÓN,IBACACHE,2121,2024-02,HP25152,CTI: USABILIDAD,MAR,,
PH1,Magia Castelobruxo PLAN 2005 (DIURNO),2024-01,Beauxbaton,20215070,9,IGNACIA ALMENDRA ALELY,ALARCÓN,IBACACHE,2121,2024-02,HP25152,CTI: USABILIDAD,DIC,,
PH1,Magia Castelobruxo PLAN 2005 (DIURNO),2024-01,Beauxbaton,14253545,5,VALERIA ELISA,LOBOS,BEORIZA,2131,2024-02,HP25152,CTI: USABILIDAD,MAR,,
PH1,Magia Castelobruxo PLAN 2005 (DIURNO),2024-01,Beauxbaton,14253545,5,VALERIA ELISA,LOBOS,BEORIZA,2131,2024-02,HP25152,CTI: USABILIDAD,DIC,,
HP2,Magia PLAN 2005,2024-01,Hogwarts,7033262,2,SOFIA CONSTANZA,AGUILAR,SEPÚLVEDA,5171,2024-02,HP25152,CTI: USABILIDAD,MAR,,
HP2,Magia PLAN 2005,2024-01,Hogwarts,7033262,2,SOFIA CONSTANZA,AGUILAR,SEPÚLVEDA,5171,2024-02,HP25152,CTI: USABILIDAD,DIC,,
HP2,Magia PLAN 2005,2024-01,Hogwarts,7915969,7,PALOMA PAZ,CATALÁN,FLORES,5121,2024-02,HP25152,CTI: USABILIDAD,MAR,,
HP2,Magia PLAN 2005,2024-01,Hogwarts,7915969,7,PALOMA PAZ,CATALÁN,FLORES,5121,2024-02,HP25152,CTI: USABILIDAD,DIC,,
HP2,Magia PLAN 2005,2024-01,Hogwarts,10194858,8,SEBASTIÁN JESÚS,HERRERA,CARRERA,5122,2024-02,HP25152,CTI: USABILIDAD,MAR,,
HP2,Magia PLAN 2005,2024-01,Hogwarts,10194858,8,SEBASTIÁN JESÚS,HERRERA,CARRERA,5122,2024-02,HP25152,CTI: USABILIDAD,DIC,,
HP2,Magia PLAN 2005,2024-01,Hogwarts,14673032,8,WERNER ANTONIO,JANS,MILLALÉN,5144,2024-02,HP25152,CTI: USABILIDAD,MAR,,
HP2,Magia PLAN 2005,2024-01,Hogwarts,14673032,8,WERNER ANTONIO,JANS,MILLALÉN,5144,2024-02,HP25152,CTI: USABILIDAD,DIC,,
HP2,Magia PLAN 2005,2024-01,Hogwarts,24587629,4,IGNACIO,JOPIA,INDO,5060,2024-02,HP25152,CTI: USABILIDAD,MAR,,
HP2,Magia PLAN 2005,2024-01,Hogwarts,24587629,4,IGNACIO,JOPIA,INDO,5060,2024-02,HP25152,CTI: USABILIDAD,DIC,,
HP2,Magia PLAN 2005,2024-01,Hogwarts,23867718,2,TRINIDAD MARCELA,LORCA,BERRÍOS,5044,2024-02,HP25152,CTI: USABILIDAD,MAR,,
HP2,Magia PLAN 2005,2024-01,Hogwarts,23867718,2,TRINIDAD MARCELA,LORCA,BERRÍOS,5044,2024-02,HP25152,CTI: USABILIDAD,DIC,,
HP2,Magia PLAN 2005,2024-01,Hogwarts,15526519,3,ANTONIA CATALINA,MONDACA,NIÑO DE ZEPEDA,5209,2024-02,HP25152,CTI: USABILIDAD,DIC,,
HP2,Magia PLAN 2005,2024-01,Hogwarts,15526519,3,ANTONIA CATALINA,MONDACA,NIÑO DE ZEPEDA,5209,2024-02,HP25152,CTI: USABILIDAD,MAR,,
HP2,Magia PLAN 2005,2024-01,Hogwarts,19983355,2,CATALINA ISIDORA,PÉREZ,MORA,5071,2024-02,HP25152,CTI: USABILIDAD,MAR,,
HP2,Magia PLAN 2005,2024-01,Hogwarts,19983355,2,CATALINA ISIDORA,PÉREZ,MORA,5071,2024-02,HP25152,CTI: USABILIDAD,DIC,,
HP2,Magia PLAN 2005,2024-01,Hogwarts,18651395,K,ZAHIR ALEJANDRO,PICHARA,MIRANDA,5197,2024-02,HP25152,CTI: USABILIDAD,MAR,,
